"LOCATION ACCOUNT #","BUSINESS NAME","DBA NAME","STREET ADDRESS","CITY","ZIP CODE","LOCATION DESCRIPTION","MAILING ADDRESS","MAILING CITY","MAILING ZIP CODE","NAICS","PRIMARY NAICS DESCRIPTION","COUNCIL DISTRICT","LOCATION START DATE","LOCATION END DATE","LOCATION"
"0000132234-0001-3","EVELYN & BROTHERS INC","NUMERO UNO RANCHO MARKET #6","4225 MONTCLAIR STREET","LOS ANGELES","90018-2256","4225 MONTCLAIR 90018-2256","4225 MONTCLAIR STREET","LOS ANGELES","90018-2256","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","04/01/2004",,"POINT (-118.3327 34.0325)"
"0000132392-0001-4","DAVID RIVAS / BLANCA CHINCHILLA","ODY MARKET","6026 S SAN PEDRO STREET","LOS ANGELES","90003-1336","6026 SAN PEDRO 90003-1336",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/29/2002",,"POINT (-118.2695 33.9849)"
"0000140411-0001-1","AMSALEWORK A JEMBERU/SAMUEL A MEKONNEN","SELAM MARKET & DELI","5534 W PICO BLVD","LOS ANGELES","90019-3918","5534 PICO 90019-3918","7270 BIRKLAND COURT","LAS VEGAS","89117-3167","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","10/15/1994",,"POINT (-118.3589 34.0494)"
"0000144031-0001-4","2541 BARRINGTON CORPORATION","7-ELEVEN STORE 17590E","2541 S BARRINGTON AVENUE","LOS ANGELES","90064-2828","2541 BARRINGTON 90064-2828","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","09/18/1984",,"POINT (-118.4428 34.0279)"
"0000146476-0001-9","DAILY FOOD MARKET INC","DAILY FOOD MARKET","2530 MAPLE AVENUE","LOS ANGELES","90011-1430","2530 MAPLE 90011-1430",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/15/2004",,"POINT (-118.265 34.024)"
"0000153661-0001-3","PETER PAN MARKET INC","PETER PAN MARKET","2791 W PICO BLVD","LOS ANGELES","90006-3913","2791 PICO 90006-3913",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/01/1985",,"POINT (-118.3001 34.0472)"
"0000153998-0004-5","LOS ANGELES MEMORIAL COLISEUM",,"3939 S FIGUEROA STREET","LOS ANGELES","90037-1200","3939 FIGUEROA 90037-1200",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","02/29/1996",,"POINT (-118.2827 34.0127)"
"0000160605-0001-4","FARY KASHANI",,"1387 WESTWOOD BLVD","LOS ANGELES","90024-4940","1387 WESTWOOD 90024-4940","POST OFFICE BOX #642996","LOS ANGELES","90064-8357","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/01/1995",,"POINT (-118.4418 34.0555)"
"0000163294-0001-1","ALADIN SWEETS & MARKET INC","ALADIN SWEETS & MARKET","139 S VERMONT AVENUE","LOS ANGELES","90004-5904","139 VERMONT 90004-5904",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","01/01/1995",,"POINT (-118.2916 34.0716)"
"0000164931-0001-1","CHANG-TUH (L.A.), INC","EL RANCHO MARKET","148 N RIDGEWOOD PLACE","LOS ANGELES","90004-4003","148 RIDGEWOOD 90004-4003",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/10/2004",,"POINT (-118.3145 34.0737)"
"0000167879-0001-5","KRISHNA KAUR","PICKFORD MARKET","4566 PICKFORD STREET","LOS ANGELES","90019-5817","4566 PICKFORD 90019-5817",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","05/08/2000",,"POINT (-118.339 34.0403)"
"0000168787-0001-9","DSG & GURNAM ENTERPRISES INC","PALM TREE LIQUOR","10425 VENICE BLVD","LOS ANGELES","90034-6410","10425 VENICE 90034-6410",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","09/19/1995",,"POINT (-118.4046 34.0202)"
"0000169957-0001-1","JUN YEN LIAW/WEN-YIN JAO LIAW","FRIENDLY MARKET","2921 E 8TH STREET","LOS ANGELES","90023-2128","2921 8TH 90023-2128",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","12/05/1978",,"POINT (-118.2133 34.0254)"
"0000176925-0001-6","VICENTE FOOD INC","VICENTE FOODS","12027 SAN VICENTE BLVD","LOS ANGELES","90049-4922","12027 SAN VICENTE 90049-4922",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","11","10/01/1950",,"POINT (-118.4732 34.0521)"
"0000178218-0007-2","RALPHS GROCERY CO","RALPHS GROCERY CO #266","11922 S VERMONT AVENUE","LOS ANGELES","90044-4054","11922 VERMONT 90044-4054","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","15","04/01/1959",,"POINT (-118.2915 33.9247)"
"0000178218-0009-9","RALPHS GROCERY CO","FOOD 4 LESS #375","1091 S HOOVER STREET","LOS ANGELES","90006-2019","1091 HOOVER 90006-2019","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","11/01/1961",,"POINT (-118.2841 34.051)"
"0000178218-0010-2","RALPHS GROCERY CO","RALPHS GROCERY CO #274","1730 W MANCHESTER AVENUE","LOS ANGELES","90047-3034","1730 MANCHESTER 90047-3034","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","04/01/1964",,"POINT (-118.3076 33.9599)"
"0000178218-0016-1","RALPHS GROCERY CO","RALPHS GROCERY #283","5080 OBAMA BLVD","LOS ANGELES","90016-4706","5080 OBAMA 90016-4706","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","09/27/1981",,
"0000178218-0018-8","RALPHS GROCERY CO","FOOD 4 LESS #370","4910 HUNTINGTON DRIVE S","LOS ANGELES","90032-1662","4910 HUNTINGTON 90032-1662","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","08/23/1982",,"POINT (-118.1765 34.0868)"
"0000178218-0019-6","RALPHS GROCERY CO","FOOD 4 LESS #381","1717 S WESTERN AVENUE UNIT #381","LOS ANGELES","90006-5803","1717 WESTERN 90006-5803","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","12/16/1982",,"POINT (-118.309 34.0421)"
"0000178218-0021-8","RALPHS GROCERY CO","FOOD 4 LESS #322","1651 E 103RD STREET","LOS ANGELES","90002-2924","1651 103RD 90002-2924","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","15","12/01/1984",,"POINT (-118.2432 33.9432)"
"0000178218-0026-9","RALPHS GROCERY CO","RALPHS GROCERY CO #32","3410 W 3RD STREET","LOS ANGELES","90020-1622","3410 3RD 90020-1622","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","08/15/1988",,"POINT (-118.2893 34.069)"
"0000178218-0027-7","RALPHS GROCERY CO","RALPHS GROCERY CO #44","12057 WILSHIRE BLVD","LOS ANGELES","90025-1201","12057 WILSHIRE 90025-1201","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","08/15/1988",,"POINT (-118.4666 34.0447)"
"0000178218-0033-1","RALPHS GROCERY CO","#100","7257 W SUNSET BLVD","LOS ANGELES","90046-3409","7257 SUNSET 90046-3409","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/15/1988",,"POINT (-118.3483 34.0979)"
"0000178218-0034-0","RALPHS GROCERY CO","RALPHS GROCERY CO #156","10309 W OLYMPIC BLVD","LOS ANGELES","90064-2517","10309 OLYMPIC 90064-2517","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","08/15/1988",,"POINT (-118.4175 34.0522)"
"0000178218-0035-8","RALPHS GROCERY CO","RALPHS GROCERY CO #185","5245 W CENTINELA AVENUE","LOS ANGELES","90045-2001","5245 CENTINELA 90045-2001","1100 W ARTESIA BLVD","COMPTON","90220-5108","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/15/1988",,"POINT (-118.3722 33.9773)"
"0000178218-0037-4","RALPHS GROCERY CO","RALPHS GROCERY CO #209","8824 S SEPULVEDA BLVD","LOS ANGELES","90045-4809","8824 SEPULVEDA 90045-4809","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","08/15/1988",,"POINT (0 0)"
"0000178218-0039-1","RALPHS GROCERY CO","FOOD 4 LESS #363","2750 E 1ST STREET","LOS ANGELES","90033-3634","2750 1ST 90033-3634","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","08/15/1988",,"POINT (-118.2045 34.0413)"
"0000178218-0042-1","RALPHS GROCERY CO","RALPH'S GROCERY CO #278","8701 LINCOLN BLVD","LOS ANGELES","90045-3504","8701 LINCOLN 90045-3504","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","06/11/1990",,"POINT (-118.4183 33.9588)"
"0000178218-0044-7","RALPHS GROCERY CO","RALPHS GROCERY CO #39","260 S LA BREA AVENUE","LOS ANGELES","90036-3023","260 LA BREA 90036-3023","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","06/27/1991",,"POINT (-118.344 34.0697)"
"0000178218-0045-5","RALPHS GROCERY CO","RALPHS #709 RALPHS GROCERY CO","11361 NATIONAL BLVD","LOS ANGELES","90064-3726","11361 NATIONAL 90064-3726","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","09/01/1961",,"POINT (-118.4327 34.0256)"
"0000178218-0046-3","RALPHS GROCERY CO","RALPHS #206","5429 HOLLYWOOD BLVD","LOS ANGELES","90027-3405","5429 HOLLYWOOD 90027-3405","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","06/26/2002",,"POINT (-118.3077 34.1017)"
"0000178218-0050-1","RALPHS GROCERY CO","FOOD 4 LESS 344","5318 S MAIN STREET","LOS ANGELES","90037-3811","5318 MAIN 90037-3811","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","09/01/1994",,"POINT (-118.2739 33.994)"
"0000178218-0052-8","RALPHS GROCERY CO","RALPHS GROCERY CO #289","5601 WILSHIRE BLVD","LOS ANGELES","90036-3701","5601 WILSHIRE 90036-3701","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","11/17/1994",,"POINT (-118.3504 34.0624)"
"0000178218-0054-4","RALPHS GROCERY CO","RALPHS GROCERY CO #291","4760 W PICO BLVD","LOS ANGELES","90019-4235","4760 PICO 90019-4235","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","01/26/1995",,"POINT (-118.3397 34.0484)"
"0000178218-0055-2","RALPHS GROCERY CO","RALPHS GROCERY CO #210","11727 W OLYMPIC BLVD","LOS ANGELES","90064-1202","11727 OLYMPIC 90064-1202","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","09/01/1995",,"POINT (-118.4485 34.0338)"
"0000178218-0058-7","RALPHS GROCERY CO","RALPHS STORE #16","670 S WESTERN AVENUE","LOS ANGELES","90005-3024","670 WESTERN 90005-3024","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","09/11/1996",,"POINT (-118.309 34.0605)"
"0000178218-0061-7","RALPHS GROCERY CO","RALPHS GROCERY CO #294","2600 S VERMONT AVENUE UNIT #294","LOS ANGELES","90007-2222","2600 VERMONT 90007-2222","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","11/13/1996",,"POINT (-118.2915 34.0327)"
"0000178218-0062-5","RALPHS GROCERY CO","FOOD 4 LESS #330","3654 E OLYMPIC BLVD","LOS ANGELES","90023-3129","3654 OLYMPIC 90023-3129","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","11/15/1996",,"POINT (-118.1987 34.0188)"
"0000178218-0065-0","RALPHS GROCERY CO","FOOD 4 LESS #359","1748 W JEFFERSON BLVD","LOS ANGELES","90018-3910","1748 JEFFERSON 90018-3910","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","03/31/1999",,"POINT (-118.3074 34.0255)"
"0000178218-0070-6","RALPHS GROCERY CO","FOOD 4 LESS #766","5100 N FIGUEROA STREET","LOS ANGELES","90042-3922","5100 FIGUEROA 90042-3922","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","07/25/2001",,"POINT (-118.2008 34.1056)"
"0000178218-0071-4","RALPHS GROCERY CO","FOOD 4 LESS #777","1820 W SLAUSON AVENUE","LOS ANGELES","90047-1126","1820 SLAUSON 90047-1126","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","07/24/2001",,"POINT (-118.3115 33.9891)"
"0000178218-0073-1","RALPHS GROCERY CO","FOOD FOR LESS #770","1700 W 6TH STREET","LOS ANGELES","90017-1004","1700 6TH 90017-1004","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","11/14/2001",,"POINT (-118.2698 34.0573)"
"0000178218-0076-5","RALPHS GROCERY CO","RALPHS #22","645 W 9TH STREET","LOS ANGELES","90015-1640","645 9TH 90015-1640","POST OFFICE BOX #54143","LOS ANGELES","90054-0143","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","07/13/2007",,"POINT (-118.2607 34.0454)"
"0000179367-0001-2","SYED S A SHAH",,"11980 WALNUT LANE #22","LOS ANGELES","90025-3837","11980 WALNUT 90025-3837",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","11","01/19/1995",,"POINT (-118.459 34.0373)"
"0000180313-0001-7","PLACITA MARKET LA OAXAQUENA INC","PLACITA MARKET LA OAXAQUENA","2880 W 7TH STREET","LOS ANGELES","90005-3979","2880 7TH 90005-3979",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","09/01/2004",,"POINT (-118.2864 34.0597)"
"0000187416-0001-0","FOOD INDUSTRIES INT'L INC","SEAFOOD RANCH MARKET","3756 W AVENUE 40 #N","LOS ANGELES","90065-3665","3756 AVENUE 40 90065-3665",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","09/01/2000",,"POINT (-118.228 34.1194)"
"0000190261-0001-4","DAWIT BELAY","MERKATO","1036 1/2 S FAIRFAX AVENUE","LOS ANGELES","90019-4401","1036 FAIRFAX 90019-4401",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","06/28/1995",,"POINT (-118.3642 34.0573)"
"0000193800-0001-9","CURTIS D NASH","RP COIN LAUNDRY","4625 W ADAMS BLVD","LOS ANGELES","90016-3001","4625 ADAMS 90016-3001","4625 W ADAMS BLVD","LOS ANGELES","90016-3001","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","03/01/1999",,"POINT (-118.341 34.0325)"
"0000194919-0001-9","JESUS B/TERESA RAMIREZ","J T RAMIREZ MARKET","736 S SOTO STREET","LOS ANGELES","90023-1321","736 SOTO 90023-1321",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","07/15/1995",,"POINT (-118.2153 34.0348)"
"0000197687-0001-2","JUAN C DELEON","1 STOP MARKET & DELI","4900 FOUNTAIN AVENUE","LOS ANGELES","90029-1502","4900 FOUNTAIN 90029-1502",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","05/18/1994",,"POINT (-118.2961 34.0953)"
"0000205484-0001-6","ARTURO ZATARAIN","MARKETITA DE MAZATLAN","2300 E 1ST STREET","LOS ANGELES","90033-4002","2300 1ST 90033-4002",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","10/01/2000",,"POINT (-118.2109 34.0442)"
"0000210285-0001-4","MRS GOOCHS NATURAL FOOD MARKETS INC","365 BY WHOLE FOODS MARKET","11666 NATIONAL BLVD","LOS ANGELES","90064-3802","11666 NATIONAL 90064-3802","POST OFFICE BOX #684786","AUSTIN","78768-4786","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","11/01/1976",,"POINT (-118.4376 34.0231)"
"0000210285-0005-7","MRS GOOCHS NATURAL FOOD MARKETS INC","WHOLE FOODS MARKET","11737 SAN VICENTE BLVD","LOS ANGELES","90049-5005","11737 SAN VICENTE 90049-5005","POST OFFICE BOX #684786","AUSTIN","78768-4786","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","08/05/1997",,"POINT (-118.4669 34.0534)"
"0000210285-0008-1","MRS GOOCHS NATURAL FOOD MARKETS INC","WHOLE FOODS MARKET","6350 W 3RD STREET","LOS ANGELES","90036-3155","6350 3RD 90036-3155","POST OFFICE BOX #684786","AUSTIN","78768-4786","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","05/15/2002",,"POINT (-118.3604 34.0713)"
"0000210285-0010-3","MRS GOOCHS NATURAL FOOD MARKETS INC","WHOLEFOODS MARKET","1050 GAYLEY AVENUE","LOS ANGELES","90024-3402","1050 GAYLEY 90024-3402","POST OFFICE BOX #684786","AUSTIN","78768-4786","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/15/2003",,"POINT (-118.4477 34.0617)"
"0000210285-0013-8","MRS GOOCHS NATURAL FOOD MARKETS INC","WHOLE FOODS MARKET","12746 W JEFFERSON BLVD","LOS ANGELES","90066-7032","12746 JEFFERSON 90066-7032","POST OFFICE BOX #684786","AUSTIN","78768-4786","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","06/17/2015",,"POINT (-118.4174 33.9775)"
"0000210285-0014-6","MRS GOOCHS NATURAL FOOD MARKETS INC","WHOLE FOODS MARKET","770 S GRAND AVENUE","LOS ANGELES","90017-3813","770 GRAND 90017-3813","POST OFFICE BOX #684786","AUSTIN","78768-4786","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","11/04/2015",,"POINT (-118.2575 34.0462)"
"0000210285-0015-4","MRS GOOCHS NATURAL FOOD MARKETS INC",,"2520 GLENDALE BLVD","LOS ANGELES","90039-3220","2520 GLENDALE 90039-3220","POST OFFICE BOX #684786","AUSTIN","78768-4786","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","05/25/2016",,"POINT (-118.259 34.1036)"
"0000224590-0001-5","JOE'S MARKET INC","JOE'S MARKET INC.","10534 S BUDLONG AVENUE","LOS ANGELES","90044-1734","10534 BUDLONG 90044-1734",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/01/1995",,"POINT (-118.2962 33.9405)"
"0000232928-0001-1","AHRO WILLIAMS JR","A W MARKET","1582 1/2 W VERNON AVENUE","LOS ANGELES","90062-1830","1582 VERNON 90062-1830","1582 1/2 W VERNON AVENUE","LOS ANGELES","90062-1830","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","02/01/1972",,"POINT (-118.3061 34.0037)"
"0000235400-0001-8","CECIL G/ELEANOR DERRICK",,"8462 S MAIN STREET","LOS ANGELES","90003-2904","8462 MAIN 90003-2904",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","11/01/1972",,"POINT (-118.2738 33.9615)"
